## RunInfo	version:1.0.3	annotated_features:14968	total_fragments:37498273	pair_mapped:16431724	pair_mixed:16570027	single_mapped:0	unmapped:4496522	unique:16447034	ambig:16554717	overlap_unique:97254	overlap_ambig:931666
transcript	transcript_length	final_count	final_conf	final_prop	init_aligned	unique_count	init_best	init_best_random	init_best_avg	init_prop
HML6_11_KI270829v1_alt	6908	0	0.00	0	6	0	0	1	1.00	1.65e-06
MER41_6q25.3b	3895	0	0.00	0	4	0	0	1	1.00	1.97e-35
ERVLE_14q31.1b	3443	0	0.00	0	2	0	0	0	0.00	2.21e-37
HML4_7q22.1	2417	0	0.00	0	50	0	0	0	1.00	6.34e-10
ERV316A3_7q21.12b	4128	0	0.00	0	2	0	0	0	0.00	2.81e-36
HML5_1q42.12	7612	0	0.00	0	11	0	0	0	0.00	3.02e-11
ERVLB4_7p12.1b	3377	0	0.00	0	20	0	0	1	1.00	2.41e-13
MER4_5p13.2b	14434	0	0.00	0	8	0	0	0	0.00	5.82e-12
ERV316A3_11q22.1l	2650	0	0.00	0	3	0	0	0	0.50	2.79e-36
HUERSP1_3p25.1	2100	0	0.00	0	9	0	0	0	0.00	1.2e-20
HUERSP1_12p11.22	6434	0	0.00	0	5	0	0	0	0.00	7.25e-38
HUERSP1_2q21.2	6993	0	0.00	0	2	0	0	0	0.00	1.69e-38
HUERSP1_6q24.3a	3919	0	0.00	0	7	0	0	0	0.00	1.78e-38
HUERSP1_9q34.2	7210	0	0.00	0	6	0	0	0	0.00	4.75e-38
HARLEQUIN_4q22.1b	8092	0	0.00	0	21	0	0	0	0.00	1.18e-13
ERVLB4_15q11.2m	5103	0	0.00	0	1	0	0	0	0.00	3.1e-40
MER41_9q22.31	2763	0	0.00	0	2	0	0	0	0.00	3.58e-38
MER41_1q21.3b	2793	0	0.00	0	2	0	0	0	0.00	2.85e-39
HERVK11_2q11.2	3984	0	0.00	0	27	0	0	0	0.00	9.67e-10
HERVL_8q24.3b	2458	0	0.00	0	32	0	0	0	0.00	7.73e-12
MER4B_14q24.1	1454	0	0.00	0	1	0	0	0	0.00	7.56e-40
MER4_4p13	7134	0	0.00	0	17	0	0	0	0.00	5.34e-12
MER4_6p22.3b	3664	0	0.00	0	5	0	0	0	0.00	5.5e-38
HERV9_3q25.1	6536	0	0.00	0	36	0	0	0	0.00	4.25e-10
HML6_4q13.2	6653	0	0.00	0	22	0	0	0	0.00	1.35e-37
ERVLE_18p11.21c	2803	0	0.00	0	4	0	0	0	0.00	2.03e-38
HERVH_4q31.3c	7260	0	0.00	0	108	0	1	1	1.79	1.69e-09
LTR46_1p36.13	7390	0	0.00	0	8	0	0	0	0.00	1e-12
HERVS71_1p31.1	1719	0	0.00	0	62	0	0	0	0.17	6.38e-08
HERVS71_19p12c	7088	0	0.00	0	90	0	0	0	0.17	1.19e-09
HERVH_14q22.1b	6808	0	0.00	0	88	0	0	0	0.00	4.38e-12
HERVK11_4q13.3	4806	0	0.00	0	11	0	0	0	0.00	4.38e-11
HERVK11_8q11.1	9741	0	0.00	0	8	0	0	0	0.00	1.17e-12
ERVLE_5q35.1b	1337	0	0.00	0	5	0	0	0	0.00	1.62e-37
HERVK11_6q14.1b	4596	0	0.00	0	3	0	0	0	0.00	4.49e-14
ERVLB4_18q12.2d	2956	0	0.00	0	5	0	0	0	0.00	1.38e-10
ERVLE_11p11.2b	4254	0	0.00	0	10	0	1	1	1.00	1.39e-09
HERVP71A_1q44b	6551	0	0.00	0	9	0	0	6	4.50	1.01e-05
HERVH_3p14.3c	3334	0	0.00	0	36	0	0	0	0.00	8.13e-14
LTR23_4q12	2231	0	0.00	0	2	0	0	0	0.00	1.14e-38
HERV9_3q11.2	3053	0	0.00	0	3	0	0	0	0.00	3.77e-12
HERV9_10q21.3	5452	0	0.00	0	10	0	0	0	0.00	1.03e-10
HERVS71_2q14.3a	1947	0	0.00	0	30	0	0	0	0.00	3.88e-12
HERVS71_2q24.1	2142	0	0.00	0	13	0	0	0	0.00	7.85e-11
MER4_1p34.1a	7999	0	0.00	0	11	0	0	0	0.00	1.93e-38
HERVW_5q12.1	7959	0	0.00	0	29	0	0	0	0.00	1.55e-11
HERV3_6q14.3a	2655	0	0.00	0	2	0	0	0	0.00	4.72e-38
HERV3_19p12a	7084	0	0.00	0	7	0	0	0	0.00	7.5e-38
HERV3_8q11.1	3482	0	0.00	0	1	0	0	0	0.00	3.39e-39
HERV3_6q14.3b	4429	0	0.00	0	2	0	0	0	0.00	3.88e-39
HERVE_19p12	8813	0	0.00	0	83	0	0	0	0.50	1.06e-08
HERVE_19_GL383573v1_alt	8813	0	0.00	0	83	0	0	1	0.50	1.03e-08
MER61_Xp21.3	4524	0	0.00	0	38	0	0	0	0.50	2.71e-10
HERVL_3p26.1b	7484	0	0.00	0	7	0	0	0	0.00	2.82e-12
HERVH48_8q24.23	6490	0	0.00	0	4	0	0	0	0.00	5.62e-38
HERVH_1p21.1a	8517	0	0.00	0	50	0	0	0	0.00	1.65e-13
HARLEQUIN_11q12.2a	7591	0	0.00	0	25	0	0	0	0.00	1.91e-13
MER4_10p12.33	6491	0	0.00	0	23	0	0	0	0.00	6.16e-38
PRIMAX_22q11.21	7931	0	0.00	0	3	0	0	0	0.00	7.28e-38
HUERSP3B_Xq22.1	5344	0	0.00	0	72	0	0	0	0.00	6.9e-13
HERVL_12p13.31a	8334	0	0.00	0	8	0	0	0	0.00	5.86e-37
HML2_5q33.2	8703	0	0.00	0	64	0	0	0	0.00	2.62e-09
HERVEA_Xp22.33	10313	0	0.00	0	39	0	0	2	1.27	4.94e-07
HERV9_Yq11.221l	9851	0	0.00	0	13	0	0	0	0.00	2.52e-38
HUERSP1_4q23	8754	0	0.00	0	1	0	0	0	0.00	1.84e-39
MER41_13q21.2	6007	0	0.00	0	2	0	0	0	0.00	6.96e-39
MER4_Xq27.3j	8320	0	0.00	0	72	0	0	2	1.00	3.05e-08
LTR25_Xq25b	6406	0	0.00	0	1	0	0	0	0.00	1.96e-38
HML2_1q32.2	4180	0	0.00	0	30	0	0	0	0.00	3.99e-08
HERVH_3p12.2b	3425	0	0.00	0	84	0	0	0	0.00	8.84e-12
LTR19_10_GL383546v1_alt	4461	0	0.00	0	1	0	0	0	0.00	1.09e-38
MER41_Xp11.21d	3965	0	0.00	0	4	0	0	0	0.00	4.1e-36
HERVH_12q24.32	4415	0	0.00	0	35	0	0	2	1.00	1.47e-13
HML4_3q26.2	2403	0	0.00	0	72	0	0	0	0.00	2.47e-09
HERV9_7p14.2	5777	0	0.00	0	21	0	0	0	0.00	7.96e-11
MER4B_14q32.11b	8988	0	0.00	0	11	0	0	0	0.00	1.69e-09
MER41_1q41b	5900	0	0.00	0	19	0	0	0	0.00	1.15e-10
ERVLB4_8p23.1g	549	0	0.00	0	33	0	0	0	0.00	4.72e-08
ERVLB4_8p23.1c	549	0	0.00	0	31	0	0	0	0.00	4.76e-08
ERVLB4_8_KI270813v1_alt(a)	549	0	0.00	0	29	0	0	0	0.00	4.15e-09
ERVLB4_8p23.1a	603	0	0.00	0	17	0	0	0	0.00	3.39e-09
HERV9_8p12	7296	0	0.00	0	28	0	0	0	0.00	3.46e-38
HERVP71A_1p31.1b	6534	0	0.00	0	7	0	0	0	0.00	4.81e-37
ERV316A3_3p25.2d	6797	0	0.00	0	9	0	0	0	0.00	2.67e-13
ERVLB4_8p23.1k	569	0	0.00	0	15	0	0	2	1.50	6.52e-06
ERVLB4_21q21.2c	3549	0	0.00	0	5	0	0	4	2.00	1.72e-19
HML2_1q24.1	5656	0	0.00	0	7	0	0	0	0.00	1.65e-12
HERVL_21q21.3e	3788	0	0.00	0	2	0	0	0	0.00	6.66e-39
HERVE_4p16.1f	3843	0	0.00	0	11	0	0	0	0.00	8.51e-08
HERVE_3q22.1a	4067	0	0.00	0	7	0	0	0	0.00	7.28e-10
HERVE_2q24.1b	4058	0	0.00	0	14	0	0	0	0.00	1.89e-10
HERVE_4p16.3a	3836	0	0.00	0	5	0	1	1	1.00	1.13e-07
HERVE_2q24.1a	2295	0	0.00	0	8	0	0	0	0.00	1.47e-10
HERVE_10p13b	4067	0	0.00	0	4	0	0	0	0.00	1.93e-10
HERVE_4p16.3c	10000	0	0.00	0	7	0	0	0	0.00	3.01e-09
HERVE_12p13.31b	4058	0	0.00	0	6	0	0	0	0.00	4.69e-11
HERVE_4p16.1a	4058	0	0.00	0	9	0	0	0	0.00	3.56e-10
HERVK11_4q32.3	4388	0	0.00	0	8	0	0	0	0.00	2.64e-08
HARLEQUIN_4p12	8330	0	0.00	0	28	0	0	0	0.00	1.45e-11
ERVL_4q32.1	3566	0	0.00	0	7	0	0	0	0.00	2.74e-38
HERV30_3q26.1	8085	0	0.00	0	5	0	0	0	0.00	1.52e-37
HERV30_17q12	3139	0	0.00	0	5	0	0	0	0.00	1.84e-14
HERV30_3q25.2	5429	0	0.00	0	8	0	0	0	0.00	2.86e-12
HERV30_Yq11.222	5577	0	0.00	0	4	0	0	0	0.00	1.59e-38
ERVLB4_11q21b	3368	0	0.00	0	16	0	0	0	0.00	2.64e-10
HML2_19p12a	10113	0	0.00	0	8	0	0	0	0.00	2.26e-09
HML4_1q43	3715	0	0.00	0	47	0	0	0	0.00	6.38e-07
HERVW_10q23.33	6966	0	0.00	0	53	0	0	0	0.00	1.36e-11
HERVW_4q13.3a	5207	0	0.00	0	22	0	0	0	0.00	2.42e-10
HERVL_3q24e	3469	0	0.00	0	3	0	0	0	0.00	2.5e-38
HERVL_11q14.1a	6502	0	0.00	0	3	0	0	0	0.00	5.67e-38
HERVL_Xq21.31j	6364	0	0.00	0	2	0	0	0	0.00	6.31e-39
ERVLE_4q21.21d	5526	0	0.00	0	4	0	0	0	0.00	6.25e-13
HERVL_8q21.3b	6463	0	0.00	0	3	0	0	0	0.00	7.63e-39
HERVL_4p15.2b	6542	0	0.00	0	1	0	0	0	0.00	3.32e-39
HERVL_Xq27.1a	6417	0	0.00	0	3	0	0	0	0.00	9.59e-39
HERVL_1p22.2b	7068	0	0.00	0	1	0	0	0	0.00	1.37e-39
HERVL_18p11.21b	5590	0	0.00	0	2	0	0	0	0.00	5.49e-39
HARLEQUIN_3q26.1	8191	0	0.00	0	16	0	0	0	0.00	1.79e-13
HERVL40_Xq22.2	5719	0	0.00	0	24	0	0	1	0.50	6.8e-08
MER61_5p12a	7933	0	0.00	0	4	0	0	0	0.50	2.23e-06
ERVLE_5p13.3e	2369	0	0.00	0	12	0	0	0	0.00	6.86e-09
HERV9_4q13.3	4098	0	0.00	0	18	0	0	0	0.00	4.28e-12
HERV9_14q21.3	4097	0	0.00	0	5	0	0	0	0.00	4.85e-37
HERVW_6q14.2	6631	0	0.00	0	20	0	0	0	0.00	1.95e-10
HERVW_3p22.2	7908	0	0.00	0	20	0	0	0	0.00	8.86e-12
HERVW_4q21.23	3269	0	0.00	0	12	0	0	0	0.00	2.57e-11
HARLEQUIN_4p15.2	6221	0	0.00	0	14	0	0	0	0.00	2.26e-12
HERV9_11p12	7076	0	0.00	0	8	0	0	0	0.00	3.53e-10
HERV9_8q11.23b	9857	0	0.00	0	23	0	0	0	0.00	3.68e-11
MER61_10q26.12	6483	0	0.00	0	2	0	0	0	0.33	4.41e-39
MER41_8p23.1	2851	0	0.00	0	4	0	0	2	1.50	2.58e-06
HERVW_12q13.12	9912	0	0.00	0	54	0	0	0	0.00	1.45e-09
HERVW_4p16.3	5254	0	0.00	0	7	0	2	2	2.00	1.26e-12
HERVW_8q24.13	4292	0	0.00	0	4	0	0	0	0.00	3.59e-13
HERVW_2p23.1a	1732	0	0.00	0	8	0	0	0	0.00	9.88e-38
HERVW_4q33a	1310	0	0.00	0	1	0	0	0	0.00	8.05e-39
HERVW_2q31.3b	7643	0	0.00	0	6	0	0	0	0.00	1.58e-37
HERVW_8q12.1	6106	0	0.00	0	8	0	0	0	0.00	1.2e-12
HERVW_7q36.1	5625	0	0.00	0	7	0	0	0	0.00	6.32e-38
HERVW_7q33	7593	0	0.00	0	6	0	0	0	0.00	5.47e-14
MER41_16q22.1	3432	0	0.00	0	4	0	0	0	0.00	8.58e-39
MER41_Xq27.1b	1521	0	0.00	0	3	0	0	0	0.00	2.3e-38
HERV9_10q23.33	10382	0	0.00	0	34	0	0	0	0.00	2.31e-11
HERV9_Yq11.21	6256	0	0.00	0	9	0	0	0	0.00	2.34e-38
HERVP71A_12p13.33a	3626	0	0.00	0	10	0	0	0	0.67	2e-17
HERVE_7p22.1c	8337	0	0.00	0	110	0	0	0	0.00	3.97e-08
HERVW_3p24.1	5387	0	0.00	0	28	0	0	0	0.00	3.58e-11
HERVH_4p16.3a	3180	0	0.00	0	31	0	0	0	0.00	3.3e-10
ERV316A3_1p31.3i	3723	0	0.00	0	4	0	0	0	0.00	5.11e-37
HERVW_14q11.2	7636	0	0.00	0	47	0	0	0	0.00	1.29e-09
MER4B_5q14.3	6620	0	0.00	0	2	0	0	0	0.00	4.93e-37
ERVLB4_5q23.2b	5946	0	0.00	0	1	0	0	0	0.00	1.62e-36
HML3_6p22.1	6180	0	0.00	0	5	0	0	0	0.00	8.25e-12
ERVLE_3q11.2d	2241	0	0.00	0	4	0	0	0	0.00	1.01e-12
HML3_9q22.31	4750	0	0.00	0	8	0	0	0	0.00	1.04e-11
HML3_12q23.2a	5574	0	0.00	0	3	0	0	0	0.00	6.97e-12
ERVLE_19q13.12b	2301	0	0.00	0	1	0	0	0	0.00	7.56e-40
HERVIP10F_11q13.3	2293	0	0.00	0	49	0	0	0	0.00	4.5e-37
ERVLE_4q34.3h	2769	0	0.00	0	3	0	0	0	0.00	1.26e-11
HERVW_12q12b	2843	0	0.00	0	8	0	0	0	0.00	2.41e-10
HERVW_7p14.1	6326	0	0.00	0	11	0	0	0	0.00	2.28e-11
HML6_19p13.2b	7030	0	0.00	0	9	0	0	0	0.00	2.04e-36
HML6_10_GL383546v1_alt	7930	0	0.00	0	2	0	0	0	0.00	1.51e-37
MER4B_3q25.32	4372	0	0.00	0	6	0	0	0	0.50	2.52e-36
ERVLB4_6q14.3	3242	0	0.00	0	3	0	0	0	0.00	8.33e-39
HERVIP10FH_14q12	6705	0	0.00	0	8	0	0	0	0.00	1.51e-37
HERVK11_10q21.3	6904	0	0.00	0	9	0	0	0	0.00	1.13e-10
MER101_3q27.2	3069	0	0.00	0	4	0	0	0	0.50	2.79e-36
HERVI_18q12.2	8432	0	0.00	0	3	0	0	0	0.00	1.48e-38
HARLEQUIN_4q28.2	6592	0	0.00	0	16	0	0	0	0.00	7.45e-12
HERVK11_19p11b	3300	0	0.00	0	4	0	0	0	0.00	6.45e-38
MER61_17p13.1	6405	0	0.00	0	9	0	0	3	1.50	4.32e-09
HERVI_4p13	2849	0	0.00	0	4	0	0	0	0.00	1.01e-38
ERVLB4_Xp11.4	2942	0	0.00	0	2	0	0	0	0.00	1.12e-39
MER4_1p36.12b	7715	0	0.00	0	15	0	0	1	0.33	9.27e-37
HERVK11_3q22.1	9415	0	0.00	0	71	0	0	0	0.00	3.05e-08
HERVK11_1q23.3a	4229	0	0.00	0	42	0	0	5	4.50	2.75e-08
HERVIP10F_Yp11.2b	3243	0	0.00	0	5	0	0	0	0.00	2.24e-10
HERVP71A_12_GL877875v1_alt	5333	0	0.00	0	6	0	0	1	0.83	2e-17
HERVH_2q37.1b	3022	0	0.00	0	119	0	0	0	1.00	6.43e-10
HERV9_2q35b	5155	0	0.00	0	39	0	0	5	3.14	3.83e-08
HUERSP1_11p15.4b	7598	0	0.00	0	5	0	0	1	1.00	2.27e-35
HERVL_12q24.31	7363	0	0.00	0	2	0	0	0	0.00	1.06e-38
HML3_Yp11.2b	7043	0	0.00	0	4	0	0	0	0.00	2.37e-10
HERVE_2p13.3b	4451	0	0.00	0	3	0	0	0	0.00	1.28e-11
HERVE_8p23.1o	4045	0	0.00	0	4	0	0	0	0.00	4.36e-10
HERV9_12q22b	7750	0	0.00	0	4	0	0	0	0.00	3.85e-12
HERV9_8p21.2	5920	0	0.00	0	13	0	0	0	0.00	8.85e-11
HERV9_3p21.31	7381	0	0.00	0	18	0	0	0	0.00	3.77e-10
HML4_19p12	10291	0	0.00	0	46	0	0	1	0.83	1.09e-09
HML4_4q13.3	6402	0	0.00	0	40	0	0	0	0.00	5.58e-11
HERVL_6q14.2	6930	0	0.00	0	10	0	0	0	0.00	6.98e-37
MER41_6p22.3	6990	0	0.00	0	3	0	0	0	0.00	2.36e-36
HML3_8q11.21a	6003	0	0.00	0	11	0	0	0	0.00	6.97e-09
HML3_22q11.21	1359	0	0.00	0	3	0	0	0	0.00	2.2e-11
HML3_1p36.13b	6219	0	0.00	0	8	0	0	0	0.00	6.1e-10
HML3_4q22.1a	6344	0	0.00	0	6	0	0	0	0.00	1.15e-11
HML3_20p12.3	4870	0	0.00	0	7	0	0	0	0.00	2.33e-12
HML3_1q32.1b	5470	0	0.00	0	5	0	0	0	0.00	2.94e-13
ERVLE_Xq26.2c	8131	0	0.00	0	4	0	0	1	0.50	7.57e-15
HERVIP10FH_19q13.41	2910	0	0.00	0	2	0	0	0	0.00	3.8e-37
ERVLB4_Yq11.221a	5548	0	0.00	0	1	0	0	0	0.00	1.69e-38
HML3_5p13.2	5450	0	0.00	0	14	0	0	0	0.00	9.83e-10
HML3_7q36.1b	1254	0	0.00	0	2	0	0	0	0.00	1.39e-12
HML3_4q31.3	6060	0	0.00	0	8	0	0	0	0.00	3.48e-11
PABLA_1q23.1b	7222	0	0.00	0	23	0	0	0	0.00	1.65e-12
HERV9_4q28.3	6012	0	0.00	0	25	0	0	0	0.00	2.44e-09
HERV9_Xq25	8119	0	0.00	0	14	0	0	0	0.00	1.28e-12
HERVL_Xq21.2a	6461	0	0.00	0	1	0	0	0	0.00	3.56e-38
HERVL_1q23.3b	4449	0	0.00	0	7	0	0	0	0.00	5.28e-38
HERVL_Xq21.33e	2861	0	0.00	0	2	0	0	0	0.00	2.18e-38
HERVL18_6q16.2	7146	0	0.00	0	1	0	0	0	0.00	1.09e-38
HERVL_8q21.13c	7309	0	0.00	0	2	0	0	0	0.00	3.67e-39
ERV316A3_17q12c	4181	0	0.00	0	3	0	0	0	0.00	6e-36
ERVLB4_2q11.1b	2232	0	0.00	0	1	0	0	0	0.00	2.48e-39
HERVE_16q23.1	2066	0	0.00	0	16	0	0	0	0.00	1.98e-13
PABLA_11q13.4	7322	0	0.00	0	71	0	0	0	0.00	4.08e-11
HERV9_11q14.1	3714	0	0.00	0	1	0	0	0	0.00	1.53e-37
HERVI_7q33c	1701	0	0.00	0	4	0	0	0	0.00	2.13e-12
HERVI_4q25	9031	0	0.00	0	1	0	0	0	0.00	4.32e-39
HML6_19p13.2c	5696	0	0.00	0	7	0	0	0	0.00	1.31e-10
MER101_6q21	2369	0	0.00	0	2	0	0	0	0.00	4.7e-39
HML3_2p16.3	6115	0	0.00	0	19	0	0	2	0.83	1.02e-09
MER101_12q24.13a	3757	0	0.00	0	2	0	0	0	0.00	6.94e-39
HML3_Xq21.1b	5639	0	0.00	0	7	0	0	0	0.00	4.48e-11
HML3_X_KI270881v1_alt	5639	0	0.00	0	6	0	0	0	0.00	4.6e-11
HARLEQUIN_8p21.2	7387	0	0.00	0	14	0	0	0	0.00	1.36e-10
HERV9_15_KI270849v1_alt(b)	4074	0	0.00	0	1	0	0	0	0.00	4.74e-37
HERV9_15q21.1b	4074	0	0.00	0	2	0	0	0	0.00	5.05e-37
HERV9_Xq23b	8124	0	0.00	0	20	0	0	0	0.12	9.92e-10
HERV9_15q21.1c	4411	0	0.00	0	2	0	0	0	0.00	4.81e-13
HERV9_3p21.2	5720	0	0.00	0	6	0	0	0	0.00	2.37e-13
HERVL40_6q16.1d	2240	0	0.00	0	3	0	0	0	0.00	2.26e-38
HML3_Xp11.21	6034	0	0.00	0	4	0	0	0	0.00	2.19e-11
ERV316A3_11p15.4i	3687	0	0.00	0	6	0	0	1	0.25	5.49e-36
HARLEQUIN_4p14b	6278	0	0.00	0	27	0	0	0	0.00	2.99e-11
HERVW_1p32.3a	3523	0	0.00	0	7	0	0	0	0.00	7.55e-11
HERVW_3q25.1a	2364	0	0.00	0	3	0	0	0	0.00	9.37e-12
HERVW_2q12.2	6463	0	0.00	0	12	0	0	0	0.00	4.02e-11
HERVW_14q21.2	4210	0	0.00	0	10	0	0	0	0.00	2.49e-11
HERVW_5p13.2b	4423	0	0.00	0	6	0	0	0	0.00	3.57e-13
HERVW_8q21.13	3477	0	0.00	0	4	0	0	0	0.00	1.76e-11
HERVW_4p14	3465	0	0.00	0	5	0	0	0	0.00	3.26e-12
HERVW_8q13.2	1669	0	0.00	0	4	0	0	0	0.00	1.35e-10
HERVW_13q13.3	2332	0	0.00	0	4	0	3	3	3.00	5.28e-35
HERVW_11p14.3b	4611	0	0.00	0	4	0	0	0	0.00	4.82e-13
LTR46_Xq13.3	8732	0	0.00	0	4	0	0	0	0.00	2.76e-25
MER61_3q26.1a	5807	0	0.00	0	28	0	0	0	0.00	1.38e-18
ERVLE_11p15.4e	5676	0	0.00	0	1	0	0	0	0.00	8.1e-39
HERVI_2q14.3	3728	0	0.00	0	8	0	0	0	0.00	1.44e-11
MER34B_14q32.31	7137	0	0.00	0	16	0	0	0	0.00	1.47e-12
ERVLE_2p24.1c	1060	0	0.00	0	24	0	0	1	0.50	4.53e-35
HERVIP10F_1q44	4874	0	0.00	0	5	0	0	0	0.00	8.16e-38
HERVIP10F_11q21	8374	0	0.00	0	11	0	0	0	0.00	4.73e-38
MER4B_11q22.3b	3439	0	0.00	0	3	0	0	0	0.00	2.26e-36
HERVEA_5q13.1	2060	0	0.00	0	4	0	0	0	0.00	2.67e-13
HERVH_2q37.1a	1509	0	0.00	0	15	0	0	0	0.00	9.71e-14
HERVW_3p11.1	5586	0	0.00	0	15	0	0	0	0.00	7.92e-10
HERVW_3q22.1a	1295	0	0.00	0	3	0	0	0	0.00	3.34e-14
HERVW_2q32.3	5399	0	0.00	0	3	0	0	0	0.00	9.98e-19
HERVW_12p12.3	2633	0	0.00	0	2	0	0	0	0.00	9.98e-19
HERVW_12q12c	5051	0	0.00	0	5	0	0	0	0.00	4.1e-19
HERVW_10q11.23	1709	0	0.00	0	8	0	0	0	0.00	1.7e-11
HML3_3_GL383526v1_alt	5465	0	0.00	0	7	0	0	0	0.00	5.5e-09
HML3_3q25.1	5465	0	0.00	0	7	0	0	0	0.00	5.5e-09
HML3_4q22.1b	5850	0	0.00	0	4	0	0	0	0.00	9.21e-12
HML3_8q11.1b	4743	0	0.00	0	7	0	0	0	0.00	1.42e-12
HERVE_Yp11.2c	8739	0	0.00	0	16	0	0	0	0.00	3.64e-14
HARLEQUIN_1p22.1	8297	0	0.00	0	30	0	0	0	0.00	7.28e-10
HARLEQUIN_4q32.1	4795	0	0.00	0	5	0	0	0	0.00	3.89e-37
HARLEQUIN_5q33.3	7678	0	0.00	0	14	0	0	0	0.00	1.64e-11
HARLEQUIN_Xp11.22	8102	0	0.00	0	21	0	0	0	0.00	3.74e-11
MER4_11q12.3a	3935	0	0.00	0	3	0	0	0	0.00	1.5e-38
HERVH48_18q12.1	3258	0	0.00	0	1	0	0	0	0.00	2.31e-40
MER101_8q24.3c	3583	0	0.00	0	44	0	0	5	2.50	1.32e-07
ERV316A3_10p15.2	2710	0	0.00	0	3	0	0	0	0.00	4.66e-36
HERVK11_3q13.13	6320	0	0.00	0	5	0	0	0	0.00	3.55e-08
ERV316A3_15q24.1b	8742	0	0.00	0	44	0	0	18	16.50	2.67e-05
HUERSP1_13_KI270838v1_alt	7784	0	0.00	0	5	0	0	0	0.00	4.37e-37
HUERSP1_13q34	7784	0	0.00	0	5	0	0	0	0.00	4.41e-37
ERVLE_11q24.3c	1316	0	0.00	0	1	0	0	0	0.00	2.47e-39
MER101_11p14.3	6161	0	0.00	0	1	0	0	0	0.00	1.84e-39
HERVL40_9q21.32	6890	0	0.00	0	6	0	0	0	0.00	4.04e-38
HERVL_4q28.1c	7676	0	0.00	0	3	0	0	0	0.00	3.36e-38
HERVP71A_10q24.32	11719	0	0.00	0	16	0	0	0	0.00	1.58e-12
HERVW_9q22.1	4414	0	0.00	0	7	0	0	0	0.00	2.27e-12
HERVW_2q31.2	3914	0	0.00	0	15	0	0	0	0.00	1.42e-13
HML2_1q43	2179	0	0.00	0	5	0	0	0	0.00	8.99e-38
HERVIP10FH_10p13	2142	0	0.00	0	1	0	0	0	0.00	9.72e-37
HERVL_10q23.1c	2111	0	0.00	0	8	0	0	0	0.00	2.32e-37
MER4_7p11.2e	4383	0	0.00	0	5	0	0	0	0.00	1.81e-37
HML3_4p12	6977	0	0.00	0	32	0	0	0	0.00	8.2e-09
HML3_14q21.1	7087	0	0.00	0	26	0	0	0	0.00	1.2e-08
HML3_Xq21.33b	1265	0	0.00	0	2	0	0	0	0.00	6.31e-14
HERVK11_Xp21.1	7422	0	0.00	0	16	0	0	0	0.00	3.76e-11
HERVK11_8q21.3	6128	0	0.00	0	28	0	0	1	0.33	1.14e-10
HERVK11_1p35.1	3245	0	0.00	0	4	0	0	0	0.00	1.75e-12
HERVK11_Xp11.4b	3460	0	0.00	0	19	0	0	0	0.00	1.25e-10
HERVW_Xq22.3a	3330	0	0.00	0	6	0	0	0	0.00	6.43e-11
HERVW_19q13.2	1907	0	0.00	0	25	0	0	0	0.00	3.17e-37
HERV9_7p12.1	2417	0	0.00	0	17	0	0	0	0.00	1.84e-14
HERV9_5p14.2	4755	0	0.00	0	3	0	0	0	0.00	6.49e-13
HERVK11D_6q22.31	7263	0	0.00	0	3	0	0	0	0.00	1.46e-09
HERVK11D_2q31.1	3791	0	0.00	0	5	0	1	1	1.00	2.16e-08
HERVK11D_2q11.2	7267	0	0.00	0	2	0	0	0	0.00	6.97e-12
HERVK11D_5q22.3	7276	0	0.00	0	1	0	0	0	0.00	5.18e-12
HARLEQUIN_6p22.2	6721	0	0.00	0	11	0	0	0	0.00	8.45e-12
HERVEA_12q23.1b	5660	0	0.00	0	4	0	0	0	0.00	4.49e-14
HML3_4p15.1	5474	0	0.00	0	2	0	0	0	0.00	1.69e-11
HML3_14q32.32	5488	0	0.00	0	3	0	0	0	0.00	3.15e-11
HERV3_6_GL000252v2_alt	2713	0	0.00	0	3	0	0	0	0.00	2.22e-38
HERV3_6p21.33	2712	0	0.00	0	2	0	0	0	0.00	8.7e-39
HERV3_6_GL000253v2_alt	2710	0	0.00	0	3	0	0	0	0.00	2.29e-38
ERV316A3_8q11.23b	1803	0	0.00	0	3	0	0	0	0.00	6.54e-39
MER41_2p11.2	6353	0	0.00	0	15	0	0	0	0.00	3.16e-37
HERVL40_Xq26.3	5961	0	0.00	0	1	0	0	0	0.00	1.71e-40
MER4_5p12d	5575	0	0.00	0	30	0	0	3	1.08	1.11e-09
ERVLB4_2q21.1a	6265	0	0.00	0	5	0	0	0	0.00	6.18e-39
PRIMA41_10p15.3	3178	0	0.00	0	6	0	0	0	0.00	3.62e-10
PRIMA41_Un_KI270442v1	6114	0	0.00	0	3	0	0	0	0.33	5.8e-36
HERVL74_4q28.3b	6086	0	0.00	0	5	0	0	0	0.00	5.54e-37
HML3_18p11.22	6045	0	0.00	0	10	0	0	0	0.00	8.17e-13
HML3_19q13.41a	7380	0	0.00	0	2	0	0	0	0.00	1.24e-14
HML3_19_GL383575v2_alt(a)	5541	0	0.00	0	7	0	0	0	0.00	3.31e-10
HML3_1q44	5514	0	0.00	0	15	0	0	0	0.00	2.36e-08
HML3_7q21.3	7017	0	0.00	0	10	0	0	0	0.00	4.23e-12
HML3_4q28.3b	6158	0	0.00	0	1	0	0	0	0.00	2.83e-38
HML3_5p14.3	6235	0	0.00	0	1	0	0	0	0.00	6.89e-38
HML3_4p16.1b	6939	0	0.00	0	1	0	0	0	0.00	6.89e-38
